,dr7objid,ra,dec,p_el,p_cs,t_el,t_cs,t_dk
1759,587722982815498402,183.834,-0.3980556,0.0230000000447035,0.954999983310699,0,1,0
1760,587722982815498418,183.8486,-0.3309444,0.158000007271767,0.824999988079071,0,1,0
1761,587722982815563822,183.9739,-0.2186389,0.0,1.0,0,1,0
1762,587722982815563961,184.0194,-0.3235,0.179000005125999,0.820999979972839,0,1,0
1763,587722982815563971,184.0375,-0.2432778,0.842000007629395,0.0500000007450581,1,0,0
1764,587722982815563980,184.0464,-0.2352778,0.860000014305115,0.0359999984502792,1,0,0
1765,587722982815629407,184.1545,-0.3778056,0.0,1.0,0,1,0
1766,587722982815629409,184.1551,-0.2488056,0.0829999968409538,0.916999995708466,0,1,0
1767,587722982815694977,184.2748,-0.2300278,0.920000016689301,0.0799999982118607,1,0,0
1768,587722982815695053,184.2751,-0.2614167,0.762000024318695,0.14300000667572,1,0,0
1769,587722982815695547,184.3624,-0.4096944,0.762000024318695,0.0,1,0,0
1770,587722982815760513,184.4642,-0.25425,0.830999970436096,0.0769999995827675,1,0,0
1771,587722982815760526,184.4685,-0.3621111,0.179000005125999,0.820999979972839,0,1,0
1772,587722982815760577,184.4794,-0.2849722,0.836000025272369,0.0,1,0,0
1773,587722982815826083,184.602,-0.3969167,0.882000029087067,0.0780000016093254,1,0,0
1774,587722982815891459,184.6676,-0.2564722,0.879000008106232,0.090999998152256,1,0,0
1775,587722982815957142,184.9071,-0.3256111,0.226999998092651,0.773000001907349,0,1,0
1776,587722982815957189,184.8563,-0.2540278,0.762000024318695,0.0740000009536743,1,0,0
1777,587722982816022623,185.0439,-0.2703055,1.0,0.0,1,0,0
1778,587722982816022703,185.0582,-0.2401944,0.767000019550323,0.133000001311302,1,0,0
1779,587722982816088255,185.1255,-0.2527222,0.836000025272369,0.0729999989271164,1,0,0
1780,587722982816088280,185.1786,-0.2900278,0.916999995708466,0.0419999994337559,1,0,0
1781,587722982816350310,185.7305,-0.2673333,0.833000004291534,0.166999995708466,1,0,0
1782,587722982816350312,185.7335,-0.3207222,0.778999984264374,0.103000000119209,1,0,0
1783,587722982816350375,185.8104,-0.2561667,0.953999996185303,0.0359999984502792,1,0,0
1784,587722982816350395,185.8553,-0.3631944,0.847000002861023,0.0529999993741512,1,0,0
1785,587722982816350914,185.8613,-0.412,0.0,0.0,0,0,1
1786,587722982816415892,185.9429,-0.3825833,0.96399998664856,0.0,1,0,0
1787,587722982816546872,186.1917,-0.3990833,0.833000004291534,0.0280000008642673,1,0,0
1788,587722982816546949,186.1803,-0.4186111,0.952000021934509,0.0179999992251396,1,0,0
1789,587722982816546954,186.1828,-0.3458333,0.935000002384186,0.0209999997168779,1,0,0
1790,587722982816546964,186.2092,-0.3168889,0.906000018119812,0.0309999994933605,1,0,0
1791,587722982816612434,186.3131,-0.3095556,0.880999982357025,0.0850000008940697,1,0,0
1792,587722982816612443,186.3177,-0.4118333,0.839999973773956,0.0799999982118607,1,0,0
1793,587722982816612539,186.4348,-0.2204167,0.870999991893768,0.0430000014603138,1,0,0
1794,587722982816678004,186.5165,-0.3139722,0.103000000119209,0.897000014781952,0,1,0
1795,587722982816678090,186.5305,-0.3319722,0.782000005245209,0.0549999997019768,1,0,0
1796,587722982816678092,186.547,-0.3631944,0.773999989032745,0.0810000002384186,1,0,0
1797,587722982816743477,186.6877,-0.2277222,0.0359999984502792,0.0,0,0,1
1798,587722982816743487,186.6913,-0.22175,0.103000000119209,0.0,0,0,1
1799,587722982816809057,186.7617,-0.32375,0.888999998569489,0.0829999968409538,1,0,0
1800,587722982816809100,186.8566,-0.3925,0.828999996185303,0.14300000667572,1,0,0
1801,587722982816874659,186.9157,-0.4098611,0.76800000667572,0.10700000077486,1,0,0
1802,587722982816874785,187.0308,-0.2178333,0.833000004291534,0.0930000022053719,1,0,0
1803,587722982816940139,187.126,-0.3564444,0.915000021457672,0.0430000014603138,1,0,0
1804,587722982816940187,187.1661,-0.3314722,0.843999981880188,0.0309999994933605,1,0,0
1805,587722982817071211,187.3754,-0.4106945,0.800000011920929,0.119999997317791,1,0,0
1806,587722982817071219,187.3859,-0.2292222,0.875,0.0890000015497208,1,0,0
1807,587722982817071242,187.418,-0.2344722,0.768999993801117,0.19200000166893,1,0,0
1808,587722982817333398,188.0892,-0.2833611,0.0309999994933605,0.966000020503998,0,1,0
1809,587722982817464454,188.2808,-0.2779167,0.792999982833862,0.207000002264977,1,0,0
1810,587722982817529962,188.5369,-0.3553056,0.0,1.0,0,1,0
1811,587722982817595610,188.6667,-0.4163611,0.787999987602234,0.105999998748302,1,0,0
1812,587722982817660957,188.7944,-0.2211389,0.0,1.0,0,1,0
1813,587722982817660958,188.7955,-0.2223611,0.0529999993741512,0.158000007271767,0,0,1
1814,587722982817661031,188.7288,-0.3066389,0.920000016689301,0.0599999986588955,1,0,0
1815,587722982817726481,188.9264,-0.21475,0.131999999284744,0.754999995231628,0,1,0
1816,587722982817792115,189.0578,-0.2763333,0.777999997138977,0.185000002384186,1,0,0
1817,587722982817857741,189.2237,-0.4163055,0.0,0.968999981880188,0,1,0
1818,587722982817923202,189.3449,-0.2722222,0.206000000238419,0.794000029563904,0,1,0
1819,587722982817923216,189.3577,-0.2815278,0.912999987602234,0.0,1,0,0
1820,587722982817923255,189.4322,-0.2698611,0.935000002384186,0.0320000015199184,1,0,0
1821,587722982817923279,189.4392,-0.2911944,0.879000008106232,0.0610000006854534,1,0,0
1822,587722982817988697,189.5265,-0.4037222,0.100000001490116,0.833000004291534,0,1,0
1823,587722982817988806,189.4618,-0.265,0.853999972343445,0.0240000002086163,1,0,0
1824,587722982817988828,189.4806,-0.2746944,0.903999984264374,0.0,1,0,0
1825,587722982817988875,189.5068,-0.3268056,0.893999993801117,0.0439999997615814,1,0,0
1826,587722982817988892,189.522,-0.2828056,0.875,0.061999998986721,1,0,0
1827,587722982817988894,189.5226,-0.3292222,0.864000022411346,0.068000003695488,1,0,0
1828,587722982818054284,189.6069,-0.2374167,0.897000014781952,0.034000001847744,1,0,0
1829,587722982818054327,189.6786,-0.3313889,0.859000027179718,0.0890000015497208,1,0,0
1830,587722982818119698,189.7611,-0.3604167,0.782999992370605,0.0869999974966049,1,0,0
1831,587722982818119754,189.8248,-0.3034722,0.203999996185303,0.75900000333786,0,1,0
1832,587722982818119903,189.8829,-0.3860833,0.906000018119812,0.0,1,0,0
1833,587722982818119916,189.8855,-0.39375,0.933000028133392,0.0670000016689301,1,0,0
1834,587722982818185283,190.0364,-0.3513333,0.114000000059605,0.0570000000298023,0,0,1
1835,587722982818250855,190.0599,-0.4130833,0.824999988079071,0.063000001013279,1,0,0
1836,587722982818250860,190.0623,-0.2253611,0.882000029087067,0.0780000016093254,1,0,0
1837,587722982818250883,190.1013,-0.376,0.0670000016689301,0.933000028133392,0,1,0
1838,587722982818381895,190.476,-0.3669167,0.788999974727631,0.104999996721745,1,0,0
1839,587722982818381896,190.4727,-0.3669167,0.758000016212463,0.090999998152256,1,0,0
1840,587722982818382002,190.403,-0.2543055,0.870000004768372,0.0430000014603138,1,0,0
1841,587722982818513066,190.6805,-0.3716111,0.787999987602234,0.096000000834465,1,0,0
1842,587722982818578497,190.9378,-0.3573611,0.85699999332428,0.0,1,0,0
1843,587722982818578564,190.8538,-0.25575,0.0359999984502792,0.96399998664856,0,1,0
1844,587722982818578587,190.8803,-0.4074167,0.166999995708466,0.833000004291534,0,1,0
1845,587722982818578627,190.9418,-0.4120278,0.202999994158745,0.779999971389771,0,1,0
1846,587722982818644103,191.0411,-0.2333333,0.115000002086163,0.871999979019165,0,1,0
1847,587722982818840705,191.4715,-0.4041667,0.210999995470047,0.754000008106232,0,1,0
1848,587722982818906242,191.573,-0.2826667,0.875,0.0689999982714653,1,0,0
1849,587722982818906252,191.575,-0.3269167,0.864000022411346,0.136000007390976,1,0,0
1850,587722982818906310,191.6277,-0.3818333,0.0,0.904999971389771,0,1,0
1851,587722982818906342,191.6634,-0.3236389,0.104999996721745,0.894999980926514,0,1,0
1852,587722982818906407,191.6427,-0.22775,0.958000004291534,0.0419999994337559,1,0,0
1853,587722982818971756,191.7083,-0.2410556,0.949000000953674,0.0230000000447035,1,0,0
1854,587722982819037412,191.9702,-0.2250556,0.948000013828278,0.0370000004768372,1,0,0
1855,587722982819037422,191.981,-0.315,0.890999972820282,0.0780000016093254,1,0,0
1856,587722982819037424,191.982,-0.3244444,0.777999997138977,0.222000002861023,1,0,0
1857,587722982819037441,191.9965,-0.3777778,0.0309999994933605,0.875,0,1,0
1858,587722982819102945,192.0473,-0.2977778,0.83899998664856,0.0970000028610229,1,0,0
1859,587722982819102957,192.0545,-0.3496944,0.137999996542931,0.828000009059906,0,1,0
1860,587722982819102962,192.0564,-0.2298889,0.85699999332428,0.10700000077486,1,0,0
1861,587722982819102985,192.0711,-0.2610556,0.950999975204468,0.0489999987185001,1,0,0
1862,587722982819233935,192.3206,-0.3120556,0.899999976158142,0.0379999987781048,1,0,0
1863,587722982819299424,192.5797,-0.4016111,0.83899998664856,0.0649999976158142,1,0,0
1864,587722982819299550,192.55,-0.3265556,0.865000009536743,0.0810000002384186,1,0,0
1865,587722982819365056,192.6996,-0.24025,0.865000009536743,0.108000002801418,1,0,0
1866,587722982819561657,193.0664,-0.3184167,0.155000001192093,0.828000009059906,0,1,0
1867,587722982819561707,193.1454,-0.2103056,0.00999999977648258,0.98199999332428,0,1,0
1868,587722982819692665,193.3481,-0.4253333,0.0189999993890524,0.0769999995827675,0,0,1
1869,587722982819692789,193.4773,-0.2321944,0.194000005722046,0.805999994277954,0,1,0
1870,587722982819823849,193.7904,-0.3622222,0.833000004291534,0.0670000016689301,1,0,0
1871,587722982819889381,193.8766,-0.3228611,0.815999984741211,0.131999999284744,1,0,0
1872,587722982819889426,193.912,-0.2648889,0.0,1.0,0,1,0
1873,587722982820020337,194.113,-0.3886667,0.0599999986588955,0.920000016689301,0,1,0
1874,587722982820020370,194.1434,-0.22175,0.922999978065491,0.0769999995827675,1,0,0
1875,587722982820085870,194.2715,-0.255,0.114000000059605,0.85699999332428,0,1,0
1876,587722982820085889,194.3086,-0.3295555,0.0879999995231628,0.912000000476837,0,1,0
1877,587722982820413649,195.1363,-0.3653333,0.885999977588654,0.028999999165535,1,0,0
1878,587722982820479141,195.2309,-0.2354444,0.819999992847443,0.0599999986588955,1,0,0
1879,587722982820544741,195.3181,-0.3973611,0.0260000005364418,0.973999977111816,0,1,0
1880,587722982820741278,195.8042,-0.3489445,0.922999978065491,0.0579999983310699,1,0,0
1881,587722982820741353,195.8376,-0.2114444,0.841000020503998,0.090999998152256,1,0,0
1882,587722982820872439,196.185,-0.2597778,0.101999998092651,0.184000000357628,0,0,1
1883,587722982820872442,196.1873,-0.3208611,0.78600001335144,0.108000002801418,1,0,0
1884,587722982820937878,196.311,-0.3733056,0.0209999997168779,0.959999978542328,0,1,0
1885,587722982821068957,196.4933,-0.3738889,0.820999979972839,0.10700000077486,1,0,0
1886,587722982821134420,196.7241,-0.2215,0.0309999994933605,0.0,0,0,1
1887,587722982821134530,196.6978,-0.2283889,0.815999984741211,0.131999999284744,1,0,0
1888,587722982821200133,196.8048,-0.3118611,0.794000029563904,0.028999999165535,1,0,0
1889,587722982821331087,197.0989,-0.3230556,0.781000018119812,0.187999993562698,1,0,0
1890,587722982821396706,197.3689,-0.3065278,0.0659999996423721,0.921000003814697,0,1,0
1891,587722982821462083,197.4909,-0.2645833,0.216000005602837,0.757000029087067,0,1,0
1892,587722982821462170,197.431,-0.2248055,0.944999992847443,0.0299999993294477,1,0,0
1893,587722982821462199,197.431,-0.4046389,0.100000001490116,0.899999976158142,0,1,0
1894,587722982821527770,197.556,-0.2658055,0.14300000667572,0.820999979972839,0,1,0
1895,587722982821527816,197.6125,-0.4178889,0.781000018119812,0.0939999967813492,1,0,0
1896,587722982821527841,197.6478,-0.23425,0.122000001370907,0.878000020980835,0,1,0
1897,587722982821593299,197.7957,-0.405,0.758000016212463,0.160999998450279,1,0,0
1898,587722982821658635,197.8598,-0.24975,0.103000000119209,0.861999988555908,0,1,0
1899,587722982821658818,197.9235,-0.2466111,0.0500000007450581,0.899999976158142,0,1,0
1900,587722982821724281,198.0365,-0.2390278,0.0,0.976999998092651,0,1,0
1901,587722982821724407,198.0975,-0.4043333,0.850000023841858,0.0500000007450581,1,0,0
1902,587722982821789832,198.1873,-0.2772222,0.935000002384186,0.0320000015199184,1,0,0
1903,587722982821855455,198.3676,-0.3560556,0.819000005722046,0.115000002086163,1,0,0
1904,587722982821920950,198.4932,-0.2568056,0.818000018596649,0.0450000017881393,1,0,0
1905,587722982821920961,198.5011,-0.3506667,0.927999973297119,0.0579999983310699,1,0,0
1906,587722982822183067,199.1787,-0.3696944,0.773999989032745,0.0970000028610229,1,0,0
1907,587722982822314147,199.4287,-0.3124167,0.768999993801117,0.128000006079674,1,0,0
1908,587722982822314158,199.4397,-0.38125,0.800000011920929,0.0399999991059303,1,0,0
1909,587722982822379532,199.4937,-0.3120556,0.0670000016689301,0.232999995350838,0,0,1
1910,587722982822379534,199.4927,-0.3142222,0.0189999993890524,0.185000002384186,0,0,1
1911,587722982822379598,199.5681,-0.2177778,0.901000022888184,0.0430000014603138,1,0,0
1912,587722982822379684,199.4982,-0.2953333,0.0,0.865000009536743,0,1,0
1913,587722982822379755,199.582,-0.2288333,0.912999987602234,0.0,1,0,0
1914,587722982822445112,199.7312,-0.2329722,0.828000009059906,0.137999996542931,1,0,0
1915,587722982822445163,199.6566,-0.2269444,0.0359999984502792,0.958999991416931,0,1,0
1916,587722982822445189,199.6695,-0.37475,0.820999979972839,0.179000005125999,1,0,0
1917,587722982822445222,199.6978,-0.3893889,0.890999972820282,0.0309999994933605,1,0,0
1918,587722982822445285,199.7522,-0.3728611,0.146999999880791,0.852999985218048,0,1,0
1919,587722982822576413,200.0455,-0.2690278,0.820999979972839,0.0359999984502792,1,0,0
1920,587722982822641901,200.1885,-0.4138055,0.878000020980835,0.0489999987185001,1,0,0
1921,587722982822707403,200.2692,-0.2460833,0.836000025272369,0.0489999987185001,1,0,0
1922,587722982822707510,200.3184,-0.3261389,0.800000011920929,0.100000001490116,1,0,0
1923,587722982822772766,200.3972,-0.21825,0.800000011920929,0.0799999982118607,1,0,0
1924,587722982822772820,200.4799,-0.3136667,0.943000018596649,0.028999999165535,1,0,0
1925,587722982822772953,200.5231,-0.2571389,0.820999979972839,0.10700000077486,1,0,0
1926,587722982822838398,200.5388,-0.3510556,0.915000021457672,0.068000003695488,1,0,0
1927,587722982822838494,200.6612,-0.2819167,0.0179999992251396,0.96399998664856,0,1,0
1928,587722982822903990,200.7697,-0.2849167,0.10700000077486,0.89300000667572,0,1,0
1929,587722982822904020,200.7917,-0.2196945,0.112999998033047,0.887000024318695,0,1,0
1930,587722982822904046,200.81,-0.3156111,0.194000005722046,0.805999994277954,0,1,0
1931,587722982822904063,200.8264,-0.2524167,0.0469999983906746,0.945999979972839,0,1,0
1932,587722982822969505,200.8391,-0.2808611,0.776000022888184,0.13400000333786,1,0,0
1933,587722982822969548,200.9127,-0.3822778,0.238000005483627,0.762000024318695,0,1,0
1934,587722982822969590,200.9547,-0.33375,0.174999997019768,0.824999988079071,0,1,0
1935,587722982823035108,201.1251,-0.3578889,0.894999980926514,0.0439999997615814,1,0,0
1936,587722982823100491,201.2593,-0.3784167,0.78600001335144,0.0,1,0,0
1937,587722982823100602,201.1696,-0.23475,0.938000023365021,0.046000000089407,1,0,0
1938,587722982823100632,201.2074,-0.2487222,0.120999999344349,0.864000022411346,0,1,0
1939,587722982823100674,201.27,-0.3414167,0.768999993801117,0.0769999995827675,1,0,0
1940,587722982823231527,201.437,-0.4172222,0.017000000923872,0.00600000005215406,0,0,1
1941,587722982823231625,201.4492,-0.2483611,0.972000002861023,0.0109999999403954,1,0,0
1942,587722982823231668,201.4776,-0.412,0.878000020980835,0.0410000011324883,1,0,0
1943,587722982823231682,201.4776,-0.3058889,0.860000014305115,0.0230000000447035,1,0,0
1944,587722982823297243,201.6073,-0.3635,0.800000011920929,0.0500000007450581,1,0,0
1945,587722982823297250,201.6183,-0.2903611,0.925000011920929,0.0520000010728836,1,0,0
1946,587722982823362844,201.8339,-0.2205278,0.833000004291534,0.100000001490116,1,0,0
1947,587722982823428372,201.9609,-0.2131111,0.103000000119209,0.0,0,0,1
1948,587722982823428393,201.9718,-0.2841389,0.787999987602234,0.090999998152256,1,0,0
1949,587722982823428415,201.984,-0.3027778,0.181999996304512,0.818000018596649,0,1,0
1950,587722982823493798,202.0592,-0.3953333,0.0270000007003546,0.945999979972839,0,1,0
1951,587722982823559383,202.223,-0.3226945,0.0230000000447035,0.961000025272369,0,1,0
1952,587722982823624834,202.3551,-0.3990278,0.0,0.833000004291534,0,1,0
1953,587722982823624928,202.4525,-0.2941667,0.0,1.0,0,1,0
1954,587722982823690453,202.4944,-0.3158889,0.893999993801117,0.0670000016689301,1,0,0
1955,587722982823755976,202.7263,-0.2947778,0.828000009059906,0.0689999982714653,1,0,0
1956,587722982823755980,202.7348,-0.3043611,0.879999995231628,0.0599999986588955,1,0,0
1957,587722982823821517,202.8522,-0.41175,0.0419999994337559,0.958000004291534,0,1,0
1958,587722982823887154,203.068,-0.4111667,0.879000008106232,0.0520000010728836,1,0,0
1959,587722982824018046,203.2502,-0.2693889,0.90200001001358,0.0729999989271164,1,0,0
1960,587722982824149196,203.5964,-0.2161111,0.808000028133392,0.0769999995827675,1,0,0
1961,587722982824214723,203.769,-0.3063889,0.0,1.0,0,1,0
1962,587722982824280230,203.837,-0.3948333,0.0370000004768372,0.851999998092651,0,1,0
1963,587722982824345629,203.9812,-0.2414167,0.794000029563904,0.0879999995231628,1,0,0
1964,587722982824345787,204.0128,-0.2525278,0.0670000016689301,0.899999976158142,0,1,0
1965,587722982824345850,204.0848,-0.41275,0.148000001907349,0.851999998092651,0,1,0
1966,587722982824411400,204.2526,-0.22575,0.805999994277954,0.0280000008642673,1,0,0
1967,587722982824542389,204.4338,-0.2242222,0.792999982833862,0.034000001847744,1,0,0
1968,587722982824542459,204.5147,-0.3171667,0.819999992847443,0.0350000001490116,1,0,0
1969,587722982824607806,204.6086,-0.2276389,0.090999998152256,0.908999979496002,0,1,0
1970,587722982824607918,204.6074,-0.4126111,0.800000011920929,0.200000002980232,1,0,0
1971,587722982824607975,204.6893,-0.4168611,0.100000001490116,0.850000023841858,0,1,0
1972,587722982824608075,204.6716,-0.3552778,0.820999979972839,0.0359999984502792,1,0,0
1973,587722982824673589,204.8593,-0.2666667,0.906000018119812,0.0309999994933605,1,0,0
1974,587722982824738834,204.8898,-0.3731667,0.930999994277954,0.0,1,0,0
1975,587722982824738979,204.8723,-0.29725,0.804000020027161,0.0979999974370003,1,0,0
1976,587722982824739046,204.9028,-0.2815833,0.876999974250793,0.061999998986721,1,0,0
1977,587722982824804554,205.1473,-0.2986944,0.810000002384186,0.14300000667572,1,0,0
1978,587722982824870221,205.2832,-0.2748889,0.767000019550323,0.10700000077486,1,0,0
1979,587722982824935636,205.3587,-0.4123056,0.103000000119209,0.861999988555908,0,1,0
1980,587722982824935716,205.4069,-0.2236944,0.967999994754791,0.0320000015199184,1,0,0
1981,587722982825001119,205.4868,-0.3153889,0.758000016212463,0.136000007390976,1,0,0
1982,587722982825001141,205.5172,-0.4117222,0.754999995231628,0.184000000357628,1,0,0
1983,587722982825001149,205.5188,-0.3016667,0.773999989032745,0.194000005722046,1,0,0
1984,587722982825001153,205.5334,-0.2754444,1.0,0.0,1,0,0
1985,587722982825001154,205.52,-0.2815556,1.0,0.0,1,0,0
1986,587722982825132314,205.8942,-0.2537222,0.0769999995827675,0.922999978065491,0,1,0
1987,587722982825132375,205.881,-0.3993611,0.83899998664856,0.0970000028610229,1,0,0
1988,587722982825197757,205.9275,-0.2547778,0.846000015735626,0.135000005364418,1,0,0
1989,587722982825263258,206.0685,-0.2446667,0.104000002145767,0.896000027656555,0,1,0
1990,587722982825263325,206.167,-0.3587778,0.172000005841255,0.828000009059906,0,1,0
1991,587722982825263364,206.2056,-0.3204444,0.925000011920929,0.0430000014603138,1,0,0
1992,587722982825328873,206.2962,-0.3163889,0.777999997138977,0.0740000009536743,1,0,0
1993,587722982825328966,206.2533,-0.33175,0.777999997138977,0.0370000004768372,1,0,0
1994,587722982825394438,206.5025,-0.2575555,0.816999971866608,0.116999998688698,1,0,0
1995,587722982825460063,206.6572,-0.2116667,0.869000017642975,0.0820000022649765,1,0,0
1996,587722982825525269,206.693,-0.2934445,0.0,1.0,0,1,0
1997,587722982825525518,206.7396,-0.2728889,0.768999993801117,0.0769999995827675,1,0,0
1998,587722982825525530,206.7417,-0.3536944,0.808000028133392,0.115000002086163,1,0,0
1999,587722982825590898,206.8933,-0.2116389,0.78600001335144,0.0,1,0,0
2000,587722982825591077,206.9518,-0.2685556,0.84799998998642,0.120999999344349,1,0,0
2001,587722982825656566,207.0625,-0.3947222,0.0,1.0,0,1,0
2002,587722982825656587,207.0848,-0.3698889,0.0,1.0,0,1,0
2003,587722982825787553,207.3158,-0.3345278,0.210999995470047,0.788999974727631,0,1,0
2004,587722982825787603,207.3934,-0.2224722,0.112999998033047,0.810999989509583,0,1,0
2005,587722982825787622,207.4133,-0.3025278,0.888999998569489,0.0370000004768372,1,0,0
2006,587722982825853150,207.4292,-0.3137222,0.241999998688698,0.758000016212463,0,1,0
2007,587722982825853366,207.5397,-0.3175278,0.800000011920929,0.0799999982118607,1,0,0
2008,587722982825853371,207.5462,-0.2755278,0.873000025749207,0.0729999989271164,1,0,0
2009,587722982825918800,207.6158,-0.3873333,0.768999993801117,0.0149999996647239,1,0,0
2010,587722982825984178,207.7515,-0.3809722,0.904999971389771,0.0480000004172325,1,0,0
2011,587722982825984213,207.7795,-0.4113889,0.805999994277954,0.138999998569489,1,0,0
2012,587722982825984222,207.7812,-0.3401944,0.824000000953674,0.112000003457069,1,0,0
2013,587722982826180641,208.186,-0.2572778,0.896000027656555,0.0450000017881393,1,0,0
2014,587722982826377471,208.7334,-0.2995278,0.0,0.962000012397766,0,1,0
2015,587722982826508468,208.9123,-0.2662222,0.814999997615814,0.0740000009536743,1,0,0
2016,587722982826573946,209.1142,-0.2875,0.0309999994933605,0.875,0,1,0
2017,587722982826573968,209.1154,-0.3731389,0.0,1.0,0,1,0
2018,587722982826574105,209.1282,-0.33525,0.899999976158142,0.0670000016689301,1,0,0
2019,587722982826574157,209.1769,-0.3135,0.833000004291534,0.133000001311302,1,0,0
2020,587722982826639548,209.2364,-0.3814722,0.888999998569489,0.111000001430511,1,0,0
2021,587722982826639571,209.2426,-0.3026667,0.940999984741211,0.0230000000447035,1,0,0
2022,587722982826705109,209.445,-0.3646944,0.884999990463257,0.0769999995827675,1,0,0
2023,587722982826770451,209.5294,-0.3924722,0.0130000002682209,0.986999988555908,0,1,0
2024,587722982826836168,209.6761,-0.2928056,0.896000027656555,0.0419999994337559,1,0,0
2025,587722982826967223,210.0103,-0.3329722,0.851999998092651,0.111000001430511,1,0,0
2026,587722982827032738,210.2545,-0.2545833,0.207000002264977,0.75900000333786,0,1,0
2027,587722982827032754,210.1152,-0.3798889,0.808000028133392,0.19200000166893,1,0,0
2028,587722982827098276,210.3696,-0.2606389,0.0829999968409538,0.896000027656555,0,1,0
2029,587722982827163823,210.4187,-0.3954722,0.017000000923872,0.925999999046326,0,1,0
2030,587722982827163944,210.5441,-0.2362222,0.0,1.0,0,1,0
2031,587722982827294771,210.7601,-0.3355556,0.962000012397766,0.0379999987781048,1,0,0
2032,587722982827294772,210.7671,-0.3380278,0.841000020503998,0.11599999666214,1,0,0
2033,587722982827294968,210.7953,-0.3856944,0.206000000238419,0.764999985694885,0,1,0
2034,587722982827360461,210.9259,-0.4143889,0.777999997138977,0.222000002861023,1,0,0
2035,587722982827360520,211.004,-0.2315,0.814999997615814,0.148000001907349,1,0,0
2036,587722982827426059,211.1083,-0.3561667,0.880999982357025,0.119000002741814,1,0,0
2037,587722982827491400,211.2621,-0.2514167,0.0,0.947000026702881,0,1,0
2038,587722982827491724,211.2889,-0.2943611,0.140000000596046,0.839999973773956,0,1,0
2039,587722982827622508,211.5949,-0.2236667,0.966000020503998,0.034000001847744,1,0,0
2040,587722982827622551,211.5059,-0.3105555,0.0,1.0,0,1,0
2041,587722982827688086,211.636,-0.2939167,0.884999990463257,0.0379999987781048,1,0,0
2042,587722982827688093,211.636,-0.361,0.0469999983906746,0.948000013828278,0,1,0
2043,587722982827688157,211.7332,-0.3743333,0.0430000014603138,0.957000017166138,0,1,0
2044,587722982827753718,211.8777,-0.3404167,0.851999998092651,0.0740000009536743,1,0,0
2045,587722982827819184,211.9722,-0.3243611,0.888999998569489,0.0740000009536743,1,0,0
2046,587722982827819227,211.9909,-0.30125,0.785000026226044,0.123000003397465,1,0,0
2047,587722982827819241,212.0066,-0.2256111,0.805999994277954,0.0560000017285347,1,0,0
2048,587722982827884736,212.0795,-0.321,0.908999979496002,0.0610000006854534,1,0,0
2049,587722982827884782,212.1186,-0.2309722,0.959999978542328,0.0,1,0,0
2050,587722982827884926,212.1637,-0.3083611,0.763000011444092,0.0509999990463257,1,0,0
2051,587722982827950133,212.2977,-0.41225,0.185000002384186,0.814999997615814,0,1,0
2052,587722982827950228,212.2621,-0.2991389,0.771000027656555,0.14300000667572,1,0,0
2053,587722982828015840,212.497,-0.3773889,0.773000001907349,0.068000003695488,1,0,0
2054,587722982828081350,212.5145,-0.3558611,0.922999978065491,0.0,1,0,0
2055,587722982828081374,212.5282,-0.3663056,0.801999986171722,0.105999998748302,1,0,0
2056,587722982828081392,212.54,-0.2833333,0.101999998092651,0.889999985694885,0,1,0
2057,587722982828146880,212.7034,-0.3112222,0.966000020503998,0.0,1,0,0
2058,587722982828146949,212.7701,-0.3185,0.200000002980232,0.0399999991059303,0,0,1
2059,587722982828147042,212.7932,-0.2860556,0.0240000002086163,0.962000012397766,0,1,0
2060,587722982828212485,212.9482,-0.2733611,0.791999995708466,0.0939999967813492,1,0,0
2061,587722982828343411,213.1394,-0.2800833,0.818000018596649,0.120999999344349,1,0,0
2062,587722982828343454,213.2088,-0.2958055,0.948000013828278,0.00999999977648258,1,0,0
2063,587722982828408981,213.2863,-0.2619167,0.84799998998642,0.108999997377396,1,0,0
2064,587722982828408992,213.2991,-0.3993611,0.156000003218651,0.811999976634979,0,1,0
2065,587722982828409022,213.3487,-0.2606111,0.800000011920929,0.119999997317791,1,0,0
2066,587722982828474479,213.483,-0.3891945,0.791999995708466,0.0419999994337559,1,0,0
2067,587722982828474564,213.4253,-0.3503889,0.758000016212463,0.0610000006854534,1,0,0
2068,587722982828474577,213.4319,-0.2739167,0.792999982833862,0.172000005841255,1,0,0
2069,587722982828474643,213.49,-0.4155,0.787999987602234,0.136000007390976,1,0,0
2070,587722982828474648,213.49,-0.2327778,0.100000001490116,0.767000019550323,0,1,0
2071,587722982828474682,213.537,-0.2740278,0.777999997138977,0.0439999997615814,1,0,0
2072,587722982828474709,213.5503,-0.4188889,0.757000029087067,0.0540000014007092,1,0,0
2073,587722982828540044,213.5677,-0.3512778,0.774999976158142,0.150000005960464,1,0,0
2074,587722982828540064,213.5752,-0.3418889,0.172000005841255,0.828000009059906,0,1,0
2075,587722982828540115,213.598,-0.2192778,0.893999993801117,0.0570000000298023,1,0,0
2076,587722982828540164,213.6183,-0.3300833,0.861999988555908,0.0689999982714653,1,0,0
2077,587722982828540172,213.6206,-0.3751111,0.238000005483627,0.0,0,0,1
2078,587722982828540196,213.6343,-0.4138333,0.861999988555908,0.0549999997019768,1,0,0
2079,587722982828540257,213.6814,-0.2822222,0.0,0.959999978542328,0,1,0
2080,587722982828540298,213.6953,-0.3218056,0.777999997138977,0.185000002384186,1,0,0
